case_id,construction,model_variant,include_chi_prime,target_family,n_active,chi_t_over_2pi,theta_values_rad,phi_values_rad,pulse_duration_ns,active_sqr_duration_ns,total_gate_duration_ns,segment_1_duration_ns,segment_2_duration_ns,duration_asymmetry_eta,pi_pulse_duration_ns,half_waveforms_identical,average_gate_fidelity,restricted_process_fidelity,restricted_fro_error,restricted_unitarity_error,state_transfer_fidelity_mean,state_transfer_fidelity_min,same_block_population_mean,same_block_population_min,other_target_population_mean,other_target_population_max,leakage_outside_target_mean,leakage_outside_target_max,weighted_loss,mean_residual_z_error_rad,max_residual_z_error_rad,mean_transverse_error_rad,max_transverse_error_rad,per_block_average_gate_fidelities,per_block_process_fidelities,per_block_rotation_angle_errors_rad,per_block_rotation_axis_errors_rad,per_block_residual_z_errors_rad,per_block_transverse_errors_rad,state_validation_ground_fidelity,state_validation_plus_fidelity,optimizer_kind,optimizer_success,optimizer_nfev,optimizer_runtime_s,target_operator_rule
chi_only_smooth_x_na2_chiT3p0,direct_multitone,chi_only,False,smooth_x,2,3.0,"[0.9424777960769379, 1.5079644737231006]","[0.0, 0.0]",1056.3380281690138,1056.3380281690138,1056.3380281690138,1056.3380281690138,0.0,0.0,0.0,True,0.7244183492941553,0.6555229366176941,0.6171608106002119,2.1394227740107e-06,0.7012303958935465,0.5312603017503665,0.9999999999999999,0.9999999999999997,0.0,0.0,1.6653345369377348e-16,3.3306690738754696e-16,0.3950812010971854,0.026909381058524397,0.05308737293971074,1.2254684276595478,1.5083259003608838,"[0.8625590965679025, 0.687165882790065]","[0.7938386448518538, 0.5307488241850975]","[0.9416791442890577, 1.4418525601299594]","[1.7382822221095402, 1.5727982108508045]","[0.000731389177338052, 0.05308737293971074]","[0.9426109549582117, 1.5083259003608838]",0.6560184290718272,0.9748012774694417,cqed_sim_targeted_subspace,False,375,0.0,direct ideal-SQR target U = sum_n |n><n| tensor R_x(theta_n)
chi_only_smooth_x_na2_chiT3p0,echoed_symmetric,chi_only,False,smooth_x,2,3.0,"[0.9424777960769379, 1.5079644737231006]","[0.0, 0.0]",1056.3380281690138,1056.3380281690138,1136.3380281690138,528.1690140845069,528.1690140845069,0.0,40.0,True,0.27342437354665944,0.09178046693332434,1.5418074811703053,9.699411342391855e-07,0.4211387067747143,0.03460199852952224,0.9999999999999998,0.9999999999999997,0.0,0.0,2.7755575615628914e-16,3.3306690738754696e-16,0.9821804372016311,0.2618446820364907,0.5235575383963402,1.2273566871926398,1.5070740115896586,"[0.8612005461309525, 0.6584575585277966]","[0.7918008191964289, 0.487686337791695]","[0.9373086893788262, 0.848484249577958]","[3.087470069644043, 1.5317667861611]","[0.0001318256766411257, 0.5235575383963402]","[0.9476393627956211, 1.5070740115896586]",0.03462080742424308,0.2235075765065222,cqed_sim_half_target_seed,False,255,0.0,ideal echoed algebra with identical half targets R_x(theta_n/2) and two finite X_pi refocusing pulses
chi_only_smooth_x_na2_chiT3p0,echoed_independent,chi_only,False,smooth_x,2,3.0,"[0.9424777960769379, 1.5079644737231006]","[0.0, 0.0]",1056.3380281690138,1056.3380281690138,1136.3380281690138,528.1690140845069,528.1690140845069,0.0,40.0,False,0.2734432691933643,0.09180408649170542,1.5417752201355417,4.621228634100401e-06,0.42122206318627053,0.03463869626899634,1.0000000000000002,0.9999999999999997,0.0,0.0,8.326672684688674e-17,3.3306690738754696e-16,0.9821146177831772,0.26172720530356375,0.5227812455717217,1.226898701767639,1.5065663574099601,"[0.8613109908356336, 0.6587022164519355]","[0.7919664862534503, 0.48805332467790336]","[0.9376777630661978, 0.8491247186021834]","[3.0018940943621963, 1.5308844145242841]","[0.0006731650354058331, 0.5227812455717217]","[0.9472310461253177, 1.5065663574099601]",0.034638455155601225,0.2234978609199805,powell_composite_echo,False,70,2.9379310000003898,ideal echoed algebra with independent half corrections and equal durations
chi_only_smooth_x_na2_chiT3p0,echoed_asymmetric,chi_only,False,smooth_x,2,3.0,"[0.9424777960769379, 1.5079644737231006]","[0.0, 0.0]",1056.3380281690138,1056.3380281690138,1136.3380281690138,528.1690140845069,528.1690140845069,0.0,40.0,False,0.2734432691933643,0.09180408649170542,1.5417752201355417,4.621228634100401e-06,0.42122206318627053,0.03463869626899634,1.0000000000000002,0.9999999999999997,0.0,0.0,8.326672684688674e-17,3.3306690738754696e-16,0.9821146177831772,0.26172720530356375,0.5227812455717217,1.226898701767639,1.5065663574099601,"[0.8613109908356336, 0.6587022164519355]","[0.7919664862534503, 0.48805332467790336]","[0.9376777630661978, 0.8491247186021834]","[3.0018940943621963, 1.5308844145242841]","[0.0006731650354058331, 0.5227812455717217]","[0.9472310461253177, 1.5065663574099601]",0.034638455155601225,0.2234978609199805,powell_composite_echo,False,80,3.3061900999964564,ideal echoed algebra with independent half corrections and weak duration asymmetry
chi_only_smooth_x_na2_chiT5p0,direct_multitone,chi_only,False,smooth_x,2,5.0,"[0.9424777960769379, 1.5079644737231006]","[0.0, 0.0]",1760.5633802816897,1760.5633802816897,1760.5633802816897,1760.5633802816897,0.0,0.0,0.0,True,0.7245389644102515,0.6556737055128143,0.6169930614749968,9.050097464216942e-07,0.7013432752385882,0.5313747243833138,1.0,0.9999999999999998,0.0,0.0,1.1102230246251565e-16,2.220446049250313e-16,0.39493631017082614,0.026185620973806972,0.050689844113593334,1.2252377091118376,1.5080829091297092,"[0.8626176784523775, 0.6872741044089631]","[0.7939265176785661, 0.5309111566134446]","[0.9407059142388173, 1.4449214741328367]","[1.5226232281572947, 1.569405734947635]","[0.0016813978340206128, 0.050689844113593334]","[0.9423925090939662, 1.5080829091297092]",0.65611928172178,0.975159165998701,cqed_sim_targeted_subspace,False,266,0.0,direct ideal-SQR target U = sum_n |n><n| tensor R_x(theta_n)
chi_only_smooth_x_na2_chiT5p0,echoed_symmetric,chi_only,False,smooth_x,2,5.0,"[0.9424777960769379, 1.5079644737231006]","[0.0, 0.0]",1760.5633802816897,1760.5633802816897,1840.56338028169,880.2816901408448,880.2816901408448,0.0,40.0,True,0.2732551486480352,0.09156893581004402,1.5417165527624956,7.171287014656869e-06,0.42140739922736503,0.03472404047018871,0.9999999999999998,0.9999999999999997,0.0,0.0,1.6653345369377348e-16,3.3306690738754696e-16,0.9823808614043633,0.2601907686687554,0.5203737403138127,1.2247754044300905,1.5065942624112405,"[0.8624659559111381, 0.6589558941876671]","[0.7936989338667072, 0.4884338412815006]","[0.9419987750678225, 0.8487788002483305]","[3.107970308604104, 1.5294903497094552]","[7.797023698150501e-06, 0.5203737403138127]","[0.9429565464489407, 1.5065942624112405]",0.03472516475203882,0.22334321485335912,cqed_sim_half_target_seed,False,734,0.0,ideal echoed algebra with identical half targets R_x(theta_n/2) and two finite X_pi refocusing pulses
chi_only_smooth_x_na2_chiT5p0,echoed_independent,chi_only,False,smooth_x,2,5.0,"[0.9424777960769379, 1.5079644737231006]","[0.0, 0.0]",1760.5633802816897,1760.5633802816897,1840.56338028169,880.2816901408448,880.2816901408448,0.0,40.0,False,0.27326290649402624,0.0915786331175328,1.541719897104994,1.5102057969014296e-06,0.42143800504053675,0.03473333684999958,1.0,0.9999999999999998,0.0,0.0,5.551115123125783e-17,2.220446049250313e-16,0.9823541428633924,0.260167607254138,0.5203073531645476,1.224617123368187,1.5064760035438811,"[0.8625194474549925, 0.6590003665057891]","[0.793779171182489, 0.4885005497586836]","[0.9420602237173433, 0.8490110599912681]","[2.3070298866142025, 1.529384449559855]","[2.786134372848006e-05, 0.5203073531645476]","[0.942758243192493, 1.5064760035438811]",0.03473350171438484,0.22337471419319146,powell_composite_echo,False,70,4.327156400002423,ideal echoed algebra with independent half corrections and equal durations
chi_only_smooth_x_na2_chiT5p0,echoed_asymmetric,chi_only,False,smooth_x,2,5.0,"[0.9424777960769379, 1.5079644737231006]","[0.0, 0.0]",1760.5633802816897,1760.5633802816897,1840.56338028169,880.2816901408448,880.2816901408448,0.0,40.0,False,0.27326290649402624,0.0915786331175328,1.541719897104994,1.5102057969014296e-06,0.42143800504053675,0.03473333684999958,1.0,0.9999999999999998,0.0,0.0,5.551115123125783e-17,2.220446049250313e-16,0.9823541428633924,0.260167607254138,0.5203073531645476,1.224617123368187,1.5064760035438811,"[0.8625194474549925, 0.6590003665057891]","[0.793779171182489, 0.4885005497586836]","[0.9420602237173433, 0.8490110599912681]","[2.3070298866142025, 1.529384449559855]","[2.786134372848006e-05, 0.5203073531645476]","[0.942758243192493, 1.5064760035438811]",0.03473350171438484,0.22337471419319146,powell_composite_echo,False,80,4.977924999999232,ideal echoed algebra with independent half corrections and weak duration asymmetry
chi_only_smooth_x_na3_chiT3p0,direct_multitone,chi_only,False,smooth_x,3,3.0,"[0.9424777960769379, 1.5079644737231006, 2.0734511513692633]","[0.0, 0.0, 0.0]",1056.3380281690138,1056.3380281690138,1056.3380281690138,1056.3380281690138,0.0,0.0,0.0,True,0.5735327914433318,0.5024549233505538,0.7634313942702049,1.9431035726904813e-06,0.554571371066505,0.2590169898983247,1.0,0.9999999999999996,0.0,0.0,9.251858538542972e-17,4.440892098500626e-16,0.5683263661691458,0.04586591465119227,0.08139181567049018,1.5086304866283893,2.0747020649776053,"[0.8625247003863832, 0.6871107474942771, 0.5052511965976004]","[0.7937870505795747, 0.5306661212414158, 0.2578767948964006]","[0.9402834876146965, 1.440500997667498, 1.9407039354768962]","[1.688941100629397, 1.5745043884799956, 1.572632736328768]","[0.0020238527113871363, 0.05418207557169947, 0.08139181567049018]","[0.9427365961073029, 1.5084527988002594, 2.0747020649776053]",0.5035165672418997,0.9335897728627655,cqed_sim_targeted_subspace,False,551,0.0,direct ideal-SQR target U = sum_n |n><n| tensor R_x(theta_n)
chi_only_smooth_x_na3_chiT3p0,echoed_symmetric,chi_only,False,smooth_x,3,3.0,"[0.9424777960769379, 1.5079644737231006, 2.0734511513692633]","[0.0, 0.0, 0.0]",1056.3380281690138,1056.3380281690138,1136.3380281690138,528.1690140845069,528.1690140845069,0.0,40.0,True,0.16604755907535498,0.027055485587914145,1.5127294983484723,5.618118003921587e-06,0.35369686171194686,0.01474618762018739,1.0,0.9999999999999998,0.0,0.0,3.700743415417188e-17,2.220446049250313e-16,1.055299594581678,0.2208875713232911,0.5238914627315518,1.3326594862282957,1.5445962204962616,"[0.8612431547247791, 0.6587904566210026, 0.6733285686601159]","[0.7918647320871685, 0.4881856849315038, 0.5099928529901738]","[0.9374698010973919, 0.8480866661749423, 1.4551931302343277]","[3.1023277535407185, 1.5299647506059015, 0.5046054728669511]","[9.187323082192336e-05, 0.5238914627315518, 0.13867937800749947]","[0.9474819454656866, 1.5059002927229386, 1.5445962204962616]",0.030733738072510338,0.012366764397852297,cqed_sim_half_target_seed,False,363,0.0,ideal echoed algebra with identical half targets R_x(theta_n/2) and two finite X_pi refocusing pulses
chi_only_smooth_x_na3_chiT3p0,echoed_independent,chi_only,False,smooth_x,3,3.0,"[0.9424777960769379, 1.5079644737231006, 2.0734511513692633]","[0.0, 0.0, 0.0]",1056.3380281690138,1056.3380281690138,1136.3380281690138,528.1690140845069,528.1690140845069,0.0,40.0,False,0.16604233446906977,0.02704939021391474,1.5127196775014642,1.0495696201898098e-05,0.3537327261022058,0.014793294489794814,1.0,0.9999999999999998,0.0,0.0,7.401486830834377e-17,2.220446049250313e-16,1.0552800299825364,0.22064348256887087,0.5234330442097962,1.3324398851253307,1.5444410029492484,"[0.8613077479566881, 0.6589240134361366, 0.673389439677663]","[0.7919616219350322, 0.4883860201542049, 0.5100841595164944]","[0.9377106016741122, 0.8486513605011943, 1.4550284182416942]","[3.114657107036944, 1.529584665056664, 0.504466704184315]","[0.0001320690956289701, 0.5234330442097962, 0.13836533440118737]","[0.9472432600684952, 1.5056353923582486, 1.5444410029492484]",0.030724998582749248,0.01235940427106628,powell_composite_echo,False,70,4.2452430999983335,ideal echoed algebra with independent half corrections and equal durations
chi_only_smooth_x_na3_chiT3p0,echoed_asymmetric,chi_only,False,smooth_x,3,3.0,"[0.9424777960769379, 1.5079644737231006, 2.0734511513692633]","[0.0, 0.0, 0.0]",1056.3380281690138,1056.3380281690138,1136.3380281690138,528.1690140845069,528.1690140845069,0.0,40.0,False,0.16604233446906977,0.02704939021391474,1.5127196775014642,1.0495696201898098e-05,0.3537327261022058,0.014793294489794814,1.0,0.9999999999999998,0.0,0.0,7.401486830834377e-17,2.220446049250313e-16,1.0552800299825364,0.22064348256887087,0.5234330442097962,1.3324398851253307,1.5444410029492484,"[0.8613077479566881, 0.6589240134361366, 0.673389439677663]","[0.7919616219350322, 0.4883860201542049, 0.5100841595164944]","[0.9377106016741122, 0.8486513605011943, 1.4550284182416942]","[3.114657107036944, 1.529584665056664, 0.504466704184315]","[0.0001320690956289701, 0.5234330442097962, 0.13836533440118737]","[0.9472432600684952, 1.5056353923582486, 1.5444410029492484]",0.030724998582749248,0.01235940427106628,powell_composite_echo,False,80,4.865162300004158,ideal echoed algebra with independent half corrections and weak duration asymmetry
chi_only_smooth_x_na3_chiT5p0,direct_multitone,chi_only,False,smooth_x,3,5.0,"[0.9424777960769379, 1.5079644737231006, 2.0734511513692633]","[0.0, 0.0, 0.0]",1760.5633802816897,1760.5633802816897,1760.5633802816897,1760.5633802816897,0.0,0.0,0.0,True,0.5737842236289331,0.502748260900422,0.7631207937605998,3.175868685963945e-06,0.5547937622835682,0.25919383233159404,1.0,0.9999999999999996,0.0,0.0,1.1102230246251565e-16,4.440892098500626e-16,0.568042398328694,0.0444896129826163,0.07755283958787099,1.5081876283578062,2.074203587281743,"[0.8626336773956602, 0.6872726409312282, 0.5054393624862575]","[0.7939505160934904, 0.5309089613968424, 0.2581590437293863]","[0.938675978607796, 1.4429534778132616, 1.9472224509432372]","[1.5312783318206746, 1.568483527982811, 1.5695870731869896]","[0.0035910352959641428, 0.05232496406401375, 0.07755283958787099]","[0.9423278344580724, 1.5080314633336034, 2.074203587281743]",0.5037081558237286,0.9345453710192263,cqed_sim_targeted_subspace,False,564,0.0,direct ideal-SQR target U = sum_n |n><n| tensor R_x(theta_n)
chi_only_smooth_x_na3_chiT5p0,echoed_symmetric,chi_only,False,smooth_x,3,5.0,"[0.9424777960769379, 1.5079644737231006, 2.0734511513692633]","[0.0, 0.0, 0.0]",1760.5633802816897,1760.5633802816897,1840.56338028169,880.2816901408448,880.2816901408448,0.0,40.0,True,0.16639440689062585,0.027460141372396815,1.5133856075436658,8.669369886083686e-06,0.3543655993805937,0.01487758194344087,1.0,0.9999999999999998,0.0,0.0,9.251858538542972e-17,2.220446049250313e-16,1.0549089801523421,0.21902138535454596,0.5204555461562624,1.3300247108910066,1.5404583224310933,"[0.8624770092088182, 0.6589136131884104, 0.6747642233711654]","[0.7937155138132271, 0.4883704197826155, 0.5121463350567482]","[0.9420356992156246, 0.8486513280555477, 1.4547031640478276]","[3.0016398497014865, 1.5296350606754279, 0.49369794930924066]","[2.777365094612252e-05, 0.5204555461562624, 0.13658083625642942]","[0.9429155718281922, 1.5067002384137342, 1.5404583224310933]",0.031104587557682216,0.012622638340925163,cqed_sim_half_target_seed,False,388,0.0,ideal echoed algebra with identical half targets R_x(theta_n/2) and two finite X_pi refocusing pulses
chi_only_smooth_x_na3_chiT5p0,echoed_independent,chi_only,False,smooth_x,3,5.0,"[0.9424777960769379, 1.5079644737231006, 2.0734511513692633]","[0.0, 0.0, 0.0]",1760.5633802816897,1760.5633802816897,1840.56338028169,880.2816901408448,880.2816901408448,0.0,40.0,False,0.16639438042685994,0.027460110498003263,1.5133852797220662,6.253332844527835e-06,0.3543782241655151,0.014893346874051585,1.0,0.9999999999999996,0.0,0.0,7.401486830834377e-17,4.440892098500626e-16,1.0548992264625572,0.21895162066017418,0.5203480394051045,1.3299533494712112,1.540402110447355,"[0.862503094293572, 0.6589445763269054, 0.6747873543233976]","[0.7937546414403579, 0.48841686449035815, 0.5121810314850965]","[0.9421221938485245, 0.84877168116213, 1.4546299394691875]","[2.8547173942732034, 1.5295418519610229, 0.49366990807953703]","[7.803124131251122e-05, 0.5203480394051045, 0.1364287913341054]","[0.9428188675470592, 1.5066390704192194, 1.540402110447355]",0.031104458186717893,0.012620829237595452,powell_composite_echo,False,70,6.375467600002594,ideal echoed algebra with independent half corrections and equal durations
chi_only_smooth_x_na3_chiT5p0,echoed_asymmetric,chi_only,False,smooth_x,3,5.0,"[0.9424777960769379, 1.5079644737231006, 2.0734511513692633]","[0.0, 0.0, 0.0]",1760.5633802816897,1760.5633802816897,1840.56338028169,880.2816901408448,880.2816901408448,0.0,40.0,False,0.1663942835029598,0.027459997420119783,1.5133851940141911,5.572153574872898e-06,0.35437704556159993,0.014895872649715407,1.0,0.9999999999999999,0.0,0.0,1.850371707708594e-17,1.1102230246251565e-16,1.0548993360265113,0.2189431330039796,0.5203129072697381,1.3299586628864108,1.5404043043946058,"[0.8625022793609144, 0.6589450189765759, 0.674787164883198]","[0.7937534190413716, 0.4884175284648637, 0.512180747324797]","[0.942115762359485, 0.8487836936747141, 1.4546481939778584]","[2.8254296638067276, 1.5295453827933407, 0.49362983634021873]","[0.00010602940200882987, 0.5203129072697381, 0.13641046234019186]","[0.9428218859988076, 1.5066497982658185, 1.5404043043946058]",0.03110453393660045,0.012620455823151303,powell_composite_echo,False,80,7.365174899998237,ideal echoed algebra with independent half corrections and weak duration asymmetry
chi_only_staggered_x_na2_chiT3p0,direct_multitone,chi_only,False,staggered_x,2,3.0,"[0.6911503837897545, 2.5132741228718345]","[0.0, 0.0]",1056.3380281690138,1056.3380281690138,1056.3380281690138,1056.3380281690138,0.0,0.0,0.0,True,0.5122223860674385,0.39027798258429813,0.8663694630954585,3.966042393707089e-06,0.5040032395554801,0.09542586541319978,0.9999999999999997,0.9999999999999996,0.0,0.0,3.608224830031759e-16,4.440892098500626e-16,0.686167031689712,0.015802502875385066,0.028133224335337714,1.6025518353050825,2.513723837896941,"[0.9234538028004585, 0.39687542863998065]","[0.8851807042006878, 0.09531314295997097]","[0.6875339449568134, 2.444421648296915]","[1.634194866499453, 1.574023081530318]","[0.0034717814154324195, 0.028133224335337714]","[0.6913798327132239, 2.513723837896941]",0.3904703701760911,0.7929141499509275,cqed_sim_targeted_subspace,False,257,0.0,direct ideal-SQR target U = sum_n |n><n| tensor R_x(theta_n)
chi_only_staggered_x_na2_chiT3p0,echoed_symmetric,chi_only,False,staggered_x,2,3.0,"[0.6911503837897545, 2.5132741228718345]","[0.0, 0.0]",1056.3380281690138,1056.3380281690138,1136.3380281690138,528.1690140845069,528.1690140845069,0.0,40.0,True,0.3112980509327093,0.13912256366588663,1.648291325173371,5.04588600021248e-07,0.3959073974360404,0.06374593016496827,0.9999999999999998,0.9999999999999997,0.0,0.0,1.6653345369377348e-16,3.3306690738754696e-16,0.9444519446809351,0.41447259762905253,0.828841929847,1.5401692083486251,2.383959291212991,"[0.9223899316224554, 0.3949211996819939]","[0.8835848974336831, 0.09238179952299085]","[0.6859132784583039, 1.8541762231588454]","[3.084890683183988, 1.5332426797576963]","[0.00010326541110507516, 0.828841929847]","[0.6963791254842594, 2.383959291212991]",0.06374665029946039,0.5075487658881388,cqed_sim_half_target_seed,False,268,0.0,ideal echoed algebra with identical half targets R_x(theta_n/2) and two finite X_pi refocusing pulses
chi_only_staggered_x_na2_chiT3p0,echoed_independent,chi_only,False,staggered_x,2,3.0,"[0.6911503837897545, 2.5132741228718345]","[0.0, 0.0]",1056.3380281690138,1056.3380281690138,1136.3380281690138,528.1690140845069,528.1690140845069,0.0,40.0,False,0.3113110493543626,0.13913881169295322,1.6483088678918205,6.097407654318238e-06,0.39592064759286494,0.06374631144901796,0.9999999999999999,0.9999999999999996,0.0,0.0,2.220446049250313e-16,4.440892098500626e-16,0.9444356508234125,0.41477804352896036,0.8290663462649417,1.5401714045688655,2.384024329664101,"[0.9224028629758498, 0.39489511523963033]","[0.8836042944637748, 0.09234267285944553]","[0.6859581236601925, 1.8541194352292263]","[3.0450772241523243, 1.5334458466208392]","[0.0004897407929790531, 0.8290663462649417]","[0.69631847947363, 2.384024329664101]",0.06374713681399154,0.5075809124346095,powell_composite_echo,False,70,3.056591299995489,ideal echoed algebra with independent half corrections and equal durations
chi_only_staggered_x_na2_chiT3p0,echoed_asymmetric,chi_only,False,staggered_x,2,3.0,"[0.6911503837897545, 2.5132741228718345]","[0.0, 0.0]",1056.3380281690138,1056.3380281690138,1136.3380281690138,528.1690140845069,528.1690140845069,0.0,40.0,False,0.3113110493543626,0.13913881169295322,1.6483088678918205,6.097407654318238e-06,0.39592064759286494,0.06374631144901796,0.9999999999999999,0.9999999999999996,0.0,0.0,2.220446049250313e-16,4.440892098500626e-16,0.9444356508234125,0.41477804352896036,0.8290663462649417,1.5401714045688655,2.384024329664101,"[0.9224028629758498, 0.39489511523963033]","[0.8836042944637748, 0.09234267285944553]","[0.6859581236601925, 1.8541194352292263]","[3.0450772241523243, 1.5334458466208392]","[0.0004897407929790531, 0.8290663462649417]","[0.69631847947363, 2.384024329664101]",0.06374713681399154,0.5075809124346095,powell_composite_echo,False,80,3.455850199999986,ideal echoed algebra with independent half corrections and weak duration asymmetry
chi_only_staggered_x_na2_chiT5p0,direct_multitone,chi_only,False,staggered_x,2,5.0,"[0.6911503837897545, 2.5132741228718345]","[0.0, 0.0]",1760.5633802816897,1760.5633802816897,1760.5633802816897,1760.5633802816897,0.0,0.0,0.0,True,0.5123476280250301,0.39043453503128756,0.8662220636304577,2.3329859805703186e-06,0.5041206457087319,0.09552518918737553,1.0,0.9999999999999998,0.0,0.0,1.1102230246251565e-16,2.220446049250313e-16,0.6860152863872023,0.01526508840967259,0.026745349289351933,1.6022012147399645,2.513364091084486,"[0.9235260175018359, 0.39694883492771854]","[0.8852890262527539, 0.09542325239157778]","[0.687250899896592, 2.448162781351955]","[1.5420109439105807, 1.5690747831296241]","[0.0037848275299932495, 0.026745349289351933]","[0.691038338395443, 2.513364091084486]",0.39060840671184116,0.7937749807490331,cqed_sim_targeted_subspace,False,545,0.0,direct ideal-SQR target U = sum_n |n><n| tensor R_x(theta_n)
