case_id,construction,model_variant,include_chi_prime,target_family,n_active,chi_t_over_2pi,theta_values_rad,phi_values_rad,pulse_duration_ns,active_sqr_duration_ns,total_gate_duration_ns,segment_1_duration_ns,segment_2_duration_ns,duration_asymmetry_eta,pi_pulse_duration_ns,half_waveforms_identical,average_gate_fidelity,restricted_process_fidelity,restricted_fro_error,restricted_unitarity_error,state_transfer_fidelity_mean,state_transfer_fidelity_min,same_block_population_mean,same_block_population_min,other_target_population_mean,other_target_population_max,leakage_outside_target_mean,leakage_outside_target_max,weighted_loss,mean_residual_z_error_rad,max_residual_z_error_rad,mean_transverse_error_rad,max_transverse_error_rad,per_block_average_gate_fidelities,per_block_process_fidelities,per_block_rotation_angle_errors_rad,per_block_rotation_axis_errors_rad,per_block_residual_z_errors_rad,per_block_transverse_errors_rad,state_validation_ground_fidelity,state_validation_plus_fidelity,optimizer_kind,optimizer_success,optimizer_nfev,optimizer_runtime_s,target_operator_rule
chi_plus_chiprime_smooth_x_na3_chiT3p0,echoed_independent,chi_plus_chiprime,True,smooth_x,3,3.0,"[0.9424777960769379, 1.5079644737231006, 2.0734511513692633]","[0.0, 0.0, 0.0]",1056.3380281690138,1056.3380281690138,1136.3380281690138,528.1690140845069,528.1690140845069,0.0,40.0,False,0.15957272590366256,0.019501513554272976,1.488403449894125,6.823396514777902e-06,0.35629132353393766,0.0287602453899414,1.0000000000000002,0.9999999999999999,0.0,0.0,1.850371707708594e-17,1.1102230246251565e-16,1.0626211000812007,0.2356026027154001,0.5235545560435717,1.3022718738739743,1.5054706541880725,"[0.8613098704666052, 0.6589625674906255, 0.7016663916890417]","[0.7919648056999079, 0.48844385123593825, 0.5524995875335625]","[0.9377197643039158, 0.8485418322388886, 1.3666874109887481]","[3.128559430636694, 1.5293460618820411, 0.4689846089702361]","[6.390742340479626e-05, 0.5235545560435717, 0.1831893446792238]","[0.9472354234657515, 1.5054706541880725, 1.4541095439680987]",0.028808223377735306,0.006066588853406972,powell_composite_echo,False,70,4.111298300005728,ideal echoed algebra with independent half corrections and equal durations
chi_plus_chiprime_smooth_x_na3_chiT3p0,echoed_asymmetric,chi_plus_chiprime,True,smooth_x,3,3.0,"[0.9424777960769379, 1.5079644737231006, 2.0734511513692633]","[0.0, 0.0, 0.0]",1056.3380281690138,1056.3380281690138,1136.3380281690138,528.1690140845069,528.1690140845069,0.0,40.0,False,0.15957303298024436,0.019501871810285107,1.4884041938265655,6.697896664897716e-06,0.35628952147201165,0.02875811684030084,0.9999999999999999,0.9999999999999997,0.0,0.0,1.6653345369377348e-16,3.3306690738754696e-16,1.062620410536363,0.2356041571200537,0.523566834264209,1.302282511607916,1.5054905732298958,"[0.861309007899024, 0.6589549539054266, 0.701662944232103]","[0.791963511848536, 0.4884324308581399, 0.5524944163481544]","[0.9377167929523046, 0.8485464369576413, 1.3666828860358688]","[3.132732873886883, 1.5293851329196293, 0.4690195890042306]","[4.29838797512333e-05, 0.523566834264209, 0.1832026532162009]","[0.9472386122369759, 1.5054905732298958, 1.4541183493568761]",0.02880843058556203,0.006067105933640365,powell_composite_echo,False,80,4.7368306999997,ideal echoed algebra with independent half corrections and weak duration asymmetry
chi_plus_chiprime_smooth_x_na3_chiT5p0,direct_multitone,chi_plus_chiprime,True,smooth_x,3,5.0,"[0.9424777960769379, 1.5079644737231006, 2.0734511513692633]","[0.0, 0.0, 0.0]",1760.5633802816897,1760.5633802816897,1760.5633802816897,1760.5633802816897,0.0,0.0,0.0,True,0.5596235377757987,0.4862274607384318,0.7808118063851895,2.6632532629174096e-06,0.5465293318419585,0.25920334695304137,1.0000000000000002,1.0,0.0,0.0,0.0,0.0,0.5845587849401619,0.13792780035240396,0.36035326280478386,1.5145797687954008,2.093306657783862,"[0.8626234102712601, 0.6872754123429763, 0.4915006281076278]","[0.79393511540689, 0.5309131185144644, 0.23725094216144169]","[0.9400856663396137, 1.4443194207952637, 1.4830412412778688]","[1.5256975732721545, 1.5690380275500369, 1.5705465534546732]","[0.0022552581696065016, 0.05117488008282147, 0.36035326280478386]","[0.9423700542274941, 1.5080625943748454, 2.093306657783862]",0.5037031348520068,0.8554855793029262,cqed_sim_targeted_subspace,False,379,0.0,direct ideal-SQR target U = sum_n |n><n| tensor R_x(theta_n)
chi_plus_chiprime_smooth_x_na3_chiT5p0,echoed_symmetric,chi_plus_chiprime,True,smooth_x,3,5.0,"[0.9424777960769379, 1.5079644737231006, 2.0734511513692633]","[0.0, 0.0, 0.0]",1760.5633802816897,1760.5633802816897,1840.56338028169,880.2816901408448,880.2816901408448,0.0,40.0,True,0.15635618801014198,0.015748886011832292,1.4729977805922965,9.080530145325554e-06,0.35862592068299554,0.03471946588417446,1.0,0.9999999999999998,0.0,0.0,7.401486830834377e-17,2.220446049250313e-16,1.066443014540484,0.24507425431893118,0.5204387137979752,1.2817420174806895,1.5063152094996688,"[0.862473356433925, 0.6590367205833977, 0.7192428650465962]","[0.7937100346508873, 0.4885550808750964, 0.5788642975698942]","[0.9420255643541682, 0.848696426846861, 1.314190976106559]","[3.0779653648840695, 1.5290596732075517, 0.4440814112068082]","[1.3112785701529238e-05, 0.5204387137979752, 0.2147709363731168]","[0.9429291130081606, 1.5063152094996688, 1.3959817299342387]",0.028192930389239323,0.003373858375886219,cqed_sim_half_target_seed,False,376,0.0,ideal echoed algebra with identical half targets R_x(theta_n/2) and two finite X_pi refocusing pulses
chi_plus_chiprime_smooth_x_na3_chiT5p0,echoed_independent,chi_plus_chiprime,True,smooth_x,3,5.0,"[0.9424777960769379, 1.5079644737231006, 2.0734511513692633]","[0.0, 0.0, 0.0]",1760.5633802816897,1760.5633802816897,1840.56338028169,880.2816901408448,880.2816901408448,0.0,40.0,False,0.15635166837390566,0.01574361310288991,1.4729847964522793,3.877688177994797e-06,0.35863329917742565,0.034725895434584146,1.0,0.9999999999999997,0.0,0.0,1.1102230246251565e-16,3.3306690738754696e-16,1.0664393869716962,0.2449336893047485,0.5200198989020229,1.2816721407915133,1.5061916106785558,"[0.8624896565684835, 0.6591212160698278, 0.7192721756192929]","[0.7937344848527254, 0.4886818241047416, 0.5789082634289393]","[0.9418984770710875, 0.8488667957373707, 1.3143156575064083]","[2.311202618977794, 1.5287304776214108, 0.44362768350909576]","[0.00043043557009820715, 0.5200198989020229, 0.2143507334421243]","[0.9428685891075796, 1.5061916106785558, 1.3959562225884046]",0.028189137639088382,0.0033715349703070385,powell_composite_echo,False,70,5.840922899995348,ideal echoed algebra with independent half corrections and equal durations
chi_plus_chiprime_smooth_x_na3_chiT5p0,echoed_asymmetric,chi_plus_chiprime,True,smooth_x,3,5.0,"[0.9424777960769379, 1.5079644737231006, 2.0734511513692633]","[0.0, 0.0, 0.0]",1760.5633802816897,1760.5633802816897,1840.56338028169,880.2816901408448,880.2816901408448,0.0,40.0,False,0.15635186318994249,0.015743840388266213,1.4729852108115624,1.0487659148696604e-05,0.35863336615226793,0.034725862825729786,1.0,0.9999999999999999,0.0,0.0,7.401486830834377e-17,1.1102230246251565e-16,1.066439261419103,0.24493303079790316,0.5200204157240018,1.2816728534456143,1.5061959262052516,"[0.8624895041671379, 0.6591198004601666, 0.7192731616675953]","[0.7937342562507068, 0.48867970069024996, 0.5789097425013929]","[0.9418983125741829, 0.8488647298369972, 1.3143141231848756]","[2.312264753768533, 1.5287363656332673, 0.4436235727427467]","[0.0004298186849941148, 0.5200204157240018, 0.2143488579847135]","[0.9428691543637989, 1.5061959262052516, 1.3959534797677924]",0.02818928825712397,0.003371530518127999,powell_composite_echo,False,80,6.637426499997673,ideal echoed algebra with independent half corrections and weak duration asymmetry
chi_plus_chiprime_staggered_x_na2_chiT3p0,direct_multitone,chi_plus_chiprime,True,staggered_x,2,3.0,"[0.6911503837897545, 2.5132741228718345]","[0.0, 0.0]",1056.3380281690138,1056.3380281690138,1056.3380281690138,1056.3380281690138,0.0,0.0,0.0,True,0.5122225765016399,0.3902782206270499,0.866369249630655,1.753515166544445e-06,0.5040036559165062,0.09542613136038848,0.9999999999999998,0.9999999999999998,0.0,0.0,1.6653345369377348e-16,2.220446049250313e-16,0.686166681728705,0.015777443196082548,0.02811890622058212,1.6025508982871173,2.5137238670033693,"[0.9234542452923838, 0.3968754543025342]","[0.8851813679385759, 0.09531318145380124]","[0.6875705335215557, 2.4444572089680987]","[1.6343119476665589, 1.5740286214894907]","[0.0034359801715829782, 0.02811890622058212]","[0.6913779295708652, 2.5137238670033693]",0.3904715548752672,0.7929162492743543,cqed_sim_targeted_subspace,False,532,0.0,direct ideal-SQR target U = sum_n |n><n| tensor R_x(theta_n)
chi_plus_chiprime_staggered_x_na2_chiT3p0,echoed_symmetric,chi_plus_chiprime,True,staggered_x,2,3.0,"[0.6911503837897545, 2.5132741228718345]","[0.0, 0.0]",1056.3380281690138,1056.3380281690138,1136.3380281690138,528.1690140845069,528.1690140845069,0.0,40.0,True,0.31132169071808213,0.13915211339760272,1.6483254746449134,3.1788692277813837e-06,0.3958997030321971,0.06378196812395587,1.0,0.9999999999999998,0.0,0.0,1.3877787807814457e-16,2.220446049250313e-16,0.9444231342773898,0.4144554253875671,0.8288044462736033,1.5403516436490363,2.3843162552909645,"[0.9223882409826848, 0.3948585016543764]","[0.8835823614740274, 0.09228775248156466]","[0.6859048459628249, 1.8542587908007115]","[3.08318109723914, 1.5337547795397217]","[0.00010640450153085324, 0.8288044462736033]","[0.696387032007108, 2.3843162552909645]",0.06378252313892645,0.5076296515262636,cqed_sim_half_target_seed,False,257,0.0,ideal echoed algebra with identical half targets R_x(theta_n/2) and two finite X_pi refocusing pulses
chi_plus_chiprime_staggered_x_na2_chiT3p0,echoed_independent,chi_plus_chiprime,True,staggered_x,2,3.0,"[0.6911503837897545, 2.5132741228718345]","[0.0, 0.0]",1056.3380281690138,1056.3380281690138,1136.3380281690138,528.1690140845069,528.1690140845069,0.0,40.0,False,0.3113412141382031,0.13917651767275385,1.6483514604311253,1.3115418199136968e-06,0.3959224344048936,0.06378163454635669,1.0000000000000002,1.0,0.0,0.0,0.0,0.0,0.944398744331911,0.41493215965047736,0.8291500448566899,1.5403316098538942,2.3843951629201823,"[0.9224136014756268, 0.39482222650992943]","[0.8836204022134402, 0.09223333976489416]","[0.6859844707462242, 1.8541722043934628]","[3.004859793746451, 1.5340366133642835]","[0.0007142744442648083, 0.8291500448566899]","[0.6962680567876058, 2.3843951629201823]",0.06378121136055415,0.5076926830472085,powell_composite_echo,False,70,2.912605400000757,ideal echoed algebra with independent half corrections and equal durations
chi_plus_chiprime_staggered_x_na2_chiT3p0,echoed_asymmetric,chi_plus_chiprime,True,staggered_x,2,3.0,"[0.6911503837897545, 2.5132741228718345]","[0.0, 0.0]",1056.3380281690138,1056.3380281690138,1136.3380281690138,528.1690140845069,528.1690140845069,0.0,40.0,False,0.3113412141382031,0.13917651767275385,1.6483514604311253,1.3115418199136968e-06,0.3959224344048936,0.06378163454635669,1.0000000000000002,1.0,0.0,0.0,0.0,0.0,0.944398744331911,0.41493215965047736,0.8291500448566899,1.5403316098538942,2.3843951629201823,"[0.9224136014756268, 0.39482222650992943]","[0.8836204022134402, 0.09223333976489416]","[0.6859844707462242, 1.8541722043934628]","[3.004859793746451, 1.5340366133642835]","[0.0007142744442648083, 0.8291500448566899]","[0.6962680567876058, 2.3843951629201823]",0.06378121136055415,0.5076926830472085,powell_composite_echo,False,80,3.3200623000011547,ideal echoed algebra with independent half corrections and weak duration asymmetry
chi_plus_chiprime_staggered_x_na2_chiT5p0,direct_multitone,chi_plus_chiprime,True,staggered_x,2,5.0,"[0.6911503837897545, 2.5132741228718345]","[0.0, 0.0]",1760.5633802816897,1760.5633802816897,1760.5633802816897,1760.5633802816897,0.0,0.0,0.0,True,0.5123478305423781,0.39043478817797267,0.8662218263110811,3.6907897959048775e-06,0.5041208013157115,0.09552592168455168,1.0000000000000002,0.9999999999999999,0.0,0.0,5.551115123125783e-17,1.1102230246251565e-16,0.68601521370873,0.015346347289630425,0.026796340005159732,1.6022005693928059,2.513362355938136,"[0.9235257913989865, 0.39694906839181215]","[0.8852886870984797, 0.09542360258771818]","[0.6871355303575323, 2.4480505047301566]","[1.5429454935413782, 1.5690412419215949]","[0.0038963545741011177, 0.026796340005159732]","[0.6910387828474754, 2.513362355938136]",0.39060810234448723,0.7937744964017143,cqed_sim_targeted_subspace,False,266,0.0,direct ideal-SQR target U = sum_n |n><n| tensor R_x(theta_n)
chi_plus_chiprime_staggered_x_na2_chiT5p0,echoed_symmetric,chi_plus_chiprime,True,staggered_x,2,5.0,"[0.6911503837897545, 2.5132741228718345]","[0.0, 0.0]",1760.5633802816897,1760.5633802816897,1840.56338028169,880.2816901408448,880.2816901408448,0.0,40.0,True,0.31122749917878195,0.13903437397347745,1.6482007109210102,7.9537925094995e-06,0.39619219366481584,0.06387470462492953,0.9999999999999998,0.9999999999999996,0.0,0.0,2.220446049250313e-16,4.440892098500626e-16,0.9445311862954711,0.41355079009637463,0.82709766131898,1.5370801136179153,2.382493341920234,"[0.9233946365145506, 0.3952995403989393]","[0.8850919547718259, 0.09294931059840894]","[0.6906336135924916, 1.8542174105329285]","[3.109334269750257, 1.5302159681316039]","[3.918873769234606e-06, 0.82709766131898]","[0.6916668853155964, 2.382493341920234]",0.06387430881266426,0.5072250331707633,cqed_sim_half_target_seed,False,623,0.0,ideal echoed algebra with identical half targets R_x(theta_n/2) and two finite X_pi refocusing pulses
chi_plus_chiprime_staggered_x_na2_chiT5p0,echoed_independent,chi_plus_chiprime,True,staggered_x,2,5.0,"[0.6911503837897545, 2.5132741228718345]","[0.0, 0.0]",1760.5633802816897,1760.5633802816897,1840.56338028169,880.2816901408448,880.2816901408448,0.0,40.0,False,0.31123749752949126,0.1390468719118641,1.6482161866587561,7.77054150051741e-06,0.3961901742146091,0.06387992790082606,1.0,0.9999999999999999,0.0,0.0,5.551115123125783e-17,1.1102230246251565e-16,0.9445150569054367,0.41373807040656474,0.8272444345981806,1.537178962771615,2.382627663347839,"[0.9233811533632871, 0.395265663354936]","[0.8850717300449307, 0.09289849503240404]","[0.6904733220482661, 1.8542031548344116]","[2.5990433293785644, 1.5304855398612405]","[0.0002317062149488079, 0.8272444345981806]","[0.691730262195391, 2.382627663347839]",0.06387890883239926,0.5072530736855839,powell_composite_echo,False,70,4.274465899994539,ideal echoed algebra with independent half corrections and equal durations
chi_plus_chiprime_staggered_x_na2_chiT5p0,echoed_asymmetric,chi_plus_chiprime,True,staggered_x,2,5.0,"[0.6911503837897545, 2.5132741228718345]","[0.0, 0.0]",1760.5633802816897,1760.5633802816897,1840.56338028169,880.2816901408448,880.2816901408448,0.0,40.0,False,0.31123749752949126,0.1390468719118641,1.6482161866587561,7.77054150051741e-06,0.3961901742146091,0.06387992790082606,1.0,0.9999999999999999,0.0,0.0,5.551115123125783e-17,1.1102230246251565e-16,0.9445150569054367,0.41373807040656474,0.8272444345981806,1.537178962771615,2.382627663347839,"[0.9233811533632871, 0.395265663354936]","[0.8850717300449307, 0.09289849503240404]","[0.6904733220482661, 1.8542031548344116]","[2.5990433293785644, 1.5304855398612405]","[0.0002317062149488079, 0.8272444345981806]","[0.691730262195391, 2.382627663347839]",0.06387890883239926,0.5072530736855839,powell_composite_echo,False,80,4.806891700005508,ideal echoed algebra with independent half corrections and weak duration asymmetry
chi_plus_chiprime_staggered_x_na3_chiT3p0,direct_multitone,chi_plus_chiprime,True,staggered_x,3,3.0,"[0.6911503837897545, 2.5132741228718345, 0.879645943005142]","[0.0, 0.0, 0.0]",1056.3380281690138,1056.3380281690138,1056.3380281690138,1056.3380281690138,0.0,0.0,0.0,True,0.5729540542584645,0.5017797299682085,0.767449865877075,1.4145669049757798e-06,0.5841236283245387,0.09543496604184687,1.0,0.9999999999999999,0.0,0.0,1.850371707708594e-17,1.1102230246251565e-16,0.5582488610776171,0.13784769207752423,0.38479390487467385,1.363579793249276,2.5136806425949234,"[0.9234617745953141, 0.39688567893448634, 0.8562845979430928]","[0.8851926618929711, 0.09532851840172951, 0.7844268969146391]","[0.6896376336902955, 2.4464701124694272, 0.46781163902872713]","[1.702791054735697, 1.5736758981923402, 1.5711728813649055]","[0.001447236012945347, 0.0273019353449535, 0.38479390487467385]","[0.6913495258391906, 2.5136806425949234, 0.8857092113137136]",0.5157964030049826,0.8405547516011014,cqed_sim_targeted_subspace,False,549,0.0,direct ideal-SQR target U = sum_n |n><n| tensor R_x(theta_n)
chi_plus_chiprime_staggered_x_na3_chiT3p0,echoed_symmetric,chi_plus_chiprime,True,staggered_x,3,3.0,"[0.6911503837897545, 2.5132741228718345, 0.879645943005142]","[0.0, 0.0, 0.0]",1056.3380281690138,1056.3380281690138,1136.3380281690138,528.1690140845069,528.1690140845069,0.0,40.0,True,0.23904217632311056,0.11221587237696234,1.558859464410891,5.475782758278196e-06,0.42506189499357955,0.06349665081543229,0.9999999999999999,0.9999999999999994,0.0,0.0,2.4054832200211723e-16,5.551115123125783e-16,0.9539070991404571,0.37265043460036185,0.8290940460320404,1.1166931453735334,2.381342157928455,"[0.922460506724469, 0.3953831457968742, 0.9740484695975269]","[0.8836907600867036, 0.09307471869531142, 0.9610727043962904]","[0.6862502259003734, 1.8535920091631695, 0.17313616813717003]","[3.1163565201441523, 1.5294834059945437, 0.46910266002396034]","[4.286649768450903e-05, 0.8290940460320404, 0.2888143912713607]","[0.6960489906204912, 2.381342157928455, 0.2726882875716539]",0.150338197617972,0.16474798454534256,cqed_sim_half_target_seed,False,515,0.0,ideal echoed algebra with identical half targets R_x(theta_n/2) and two finite X_pi refocusing pulses
chi_plus_chiprime_staggered_x_na3_chiT3p0,echoed_independent,chi_plus_chiprime,True,staggered_x,3,3.0,"[0.6911503837897545, 2.5132741228718345, 0.879645943005142]","[0.0, 0.0, 0.0]",1056.3380281690138,1056.3380281690138,1136.3380281690138,528.1690140845069,528.1690140845069,0.0,40.0,False,0.2390408422863828,0.11221431600077995,1.5588581320747086,4.343990322508038e-06,0.42505946224364816,0.06350294029452827,1.0,0.9999999999999997,0.0,0.0,1.4802973661668753e-16,3.3306690738754696e-16,0.953908000581143,0.3725762158673924,0.8289578016793845,1.1166858010744802,2.381355132575765,"[0.9224666205139423, 0.3953894488443035, 0.974056041561541]","[0.8836999307709135, 0.09308417326645527, 0.9610840623423116]","[0.686278868699383, 1.8536826342087627, 0.1731486705112525]","[3.116588094831414, 1.5294423197273381, 0.46901159532091713]","[3.117817839707854e-05, 0.8289578016793845, 0.28873966774439563]","[0.6960203855864427, 2.381355132575765, 0.27268188506123325]",0.15033588655994976,0.1647498097565987,powell_composite_echo,False,70,3.8709120999992592,ideal echoed algebra with independent half corrections and equal durations
chi_plus_chiprime_staggered_x_na3_chiT3p0,echoed_asymmetric,chi_plus_chiprime,True,staggered_x,3,3.0,"[0.6911503837897545, 2.5132741228718345, 0.879645943005142]","[0.0, 0.0, 0.0]",1056.3380281690138,1056.3380281690138,1136.3380281690138,528.1690140845069,528.1690140845069,0.0,40.0,False,0.2390411226661895,0.1122146431105544,1.558858481221626,5.528738491658536e-06,0.42505950445339374,0.06350305027565846,1.0,0.9999999999999998,0.0,0.0,1.4802973661668753e-16,2.220446049250313e-16,0.9539077161719292,0.37257741990762944,0.8289610234802913,1.116686877022811,2.381357160969505,"[0.9224664325390566, 0.39538887262029304, 0.9740558862906666]","[0.8836996488085849, 0.09308330893043963, 0.961083829436]","[0.6862779299692467, 1.853680663442956, 0.17314627109914105]","[3.116105853050203, 1.5294467213429865, 0.4690141601716914]","[3.0214139842102036e-05, 0.8289610234802913, 0.288741022102755]","[0.6960212651545165, 2.381357160969505, 0.27268220494441175]",0.15033566934296075,0.16474932762225847,powell_composite_echo,False,80,4.426360099998419,ideal echoed algebra with independent half corrections and weak duration asymmetry
chi_plus_chiprime_staggered_x_na3_chiT5p0,direct_multitone,chi_plus_chiprime,True,staggered_x,3,5.0,"[0.6911503837897545, 2.5132741228718345, 0.879645943005142]","[0.0, 0.0, 0.0]",1760.5633802816897,1760.5633802816897,1760.5633802816897,1760.5633802816897,0.0,0.0,0.0,True,0.5606742551102826,0.487453297628663,0.7838867558752669,2.5505241080214572e-06,0.5770004418965636,0.09551808052340938,0.9999999999999999,0.9999999999999991,0.0,0.0,1.8503717077085943e-16,8.881784197001252e-16,0.5725783205102866,0.1927892786751816,0.5508662756024422,1.365373816673524,2.5133745818956688,"[0.9235225411058656, 0.39694865144579294, 0.8330672290998407]","[0.8852838116587984, 0.09542297716868937, 0.749600843649761]","[0.6894388859829234, 2.450289553783218, 0.28987702207961585]","[1.5197390845708836, 1.5693828957897793, 1.5706018224452714]","[0.0016696359757354554, 0.025831924447367274, 0.5508662756024422]","[0.6910630494568067, 2.5133745818956688, 0.8916838186680968]",0.5159145539049883,0.8321287374276073,cqed_sim_targeted_subspace,False,559,0.0,direct ideal-SQR target U = sum_n |n><n| tensor R_x(theta_n)
chi_plus_chiprime_staggered_x_na3_chiT5p0,echoed_symmetric,chi_plus_chiprime,True,staggered_x,3,5.0,"[0.6911503837897545, 2.5132741228718345, 0.879645943005142]","[0.0, 0.0, 0.0]",1760.5633802816897,1760.5633802816897,1840.56338028169,880.2816901408448,880.2816901408448,0.0,40.0,True,0.22803358230399656,0.09937251268799602,1.540207006547224,9.563329311448387e-06,0.419826024840485,0.06378955326215228,0.9999999999999999,0.9999999999999997,0.0,0.0,1.6653345369377348e-16,3.3306690738754696e-16,0.9677133440999011,0.3775077513537816,0.8271095310106874,1.0943774883315374,2.3816152194473426,"[0.9234051797842682, 0.3954594566143215, 0.9773717879231176]","[0.8851077696764023, 0.09318918492148229, 0.9660576818846766]","[0.6906834139792289, 1.8540738589007164, 0.12044325659430877]","[3.1255425202561127, 1.5289228917452327, 0.4441086706058656]","[2.8198470516993165e-06, 0.8271095310106874, 0.3054109032036057]","[0.6916172934875053, 2.3816152194473426, 0.20989995205976378]",0.14241461036331263,0.14850776679683772,cqed_sim_half_target_seed,True,333,0.0,ideal echoed algebra with identical half targets R_x(theta_n/2) and two finite X_pi refocusing pulses
chi_plus_chiprime_staggered_x_na3_chiT5p0,echoed_independent,chi_plus_chiprime,True,staggered_x,3,5.0,"[0.6911503837897545, 2.5132741228718345, 0.879645943005142]","[0.0, 0.0, 0.0]",1760.5633802816897,1760.5633802816897,1840.56338028169,880.2816901408448,880.2816901408448,0.0,40.0,False,0.2280311450851629,0.09936966926602336,1.5402037802509716,3.542866297977218e-06,0.4198233610131119,0.06378922560109834,0.9999999999999999,0.9999999999999996,0.0,0.0,1.4802973661668753e-16,4.440892098500626e-16,0.9677152836640294,0.37748101220817504,0.8270316987962354,1.0943827508558317,2.3816004408272944,"[0.9234040190235516, 0.39546711069808965, 0.9773820419905647]","[0.8851060285353274, 0.0932006660471345, 0.9660730629858468]","[0.6906623717717177, 1.8540986414010523, 0.12050774903849792]","[2.887633817876326, 1.5288642597718767, 0.4439828292690471]","[0.00012078774068089327, 0.8270316987962354, 0.30529055008760864]","[0.6916227429015729, 2.3816004408272944, 0.2099250688386278]",0.14241478951210987,0.14850032434344226,powell_composite_echo,False,70,5.828149699998903,ideal echoed algebra with independent half corrections and equal durations
chi_plus_chiprime_staggered_x_na3_chiT5p0,echoed_asymmetric,chi_plus_chiprime,True,staggered_x,3,5.0,"[0.6911503837897545, 2.5132741228718345, 0.879645943005142]","[0.0, 0.0, 0.0]",1760.5633802816897,1760.5633802816897,1840.56338028169,880.2816901408448,880.2816901408448,0.0,40.0,False,0.2280313749224738,0.09936993740955274,1.540203674348139,8.692628205462631e-06,0.41982319787473293,0.063789216727158,1.0,0.9999999999999998,0.0,0.0,7.401486830834377e-17,2.220446049250313e-16,0.9677149986349889,0.37748118040034195,0.8270326932958131,1.0943841238214842,2.3816027421260224,"[0.9234038892841884, 0.39546662614178785, 0.9773817918634942]","[0.8851058339262824, 0.09319993921268178, 0.9660726877952412]","[0.690662353373063, 1.8540987628941523, 0.12050778274104113]","[2.8925148489496735, 1.5288681428221296, 0.4439856403438823]","[0.00011861270978979842, 0.8270326932958131, 0.3052922351954231]","[0.6916233535403874, 2.3816027421260224, 0.20992627579804296]",0.14241507540862222,0.14849927734231771,powell_composite_echo,False,80,6.647365199998603,ideal echoed algebra with independent half corrections and weak duration asymmetry
